Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
"Cabrales, Pedro",BENG 127A - Design Dev.Molec. Systems BENG (A),FA14,10,3,100.0%,100.0%,6.50,A (4.00),N/A
"Huang, Xiaohua",BENG 127A - Design Dev.Molec. Systems BENG (A),FA14,10,3,100.0%,100.0%,6.50,A (4.00),N/A
"Zhang, Kun",BENG 127A - Design Dev.Molec. Systems BENG (A),FA14,10,3,100.0%,100.0%,6.50,A (4.00),N/A
"Cabrales, Pedro",BENG 129A - Design Develp.Cell System BENG (A),FA14,8,3,100.0%,100.0%,6.50,B+ (3.67),N/A
"Schmid-Schoenbein, Geert W",BENG 129A - Design Develp.Cell System BENG (A),FA14,8,3,100.0%,100.0%,6.50,B+ (3.67),N/A
"Metallo, Christian Michael",BENG 161A - Bioreactor Engineering (B),FA14,56,12,90.0%,100.0%,6.70,A- (3.70),B (3.20)
"Mercola, Mark",BENG 162 - Biotechnology Laboratory (A),FA14,55,10,100.0%,100.0%,6.50,A- (3.88),A- (3.87)
"Wang, Yingxiao",BENG 162 - Biotechnology Laboratory (A),FA14,52,10,100.0%,87.5%,6.50,A- (3.88),A- (3.87)
"Varghese, Shyni",BENG 166A - Cell and Tissue Engineering (A),FA14,72,21,64.7%,17.6%,6.85,B (3.24),B+ (3.36)
"Cabrales, Pedro",BENG 179A - Design Develop.Bioinstrumntatn (A),FA14,12,3,100.0%,100.0%,2.50,A (4.00),N/A
"Cauwenberghs, Gert",BENG 179A - Design Develop.Bioinstrumntatn (A),FA14,12,3,100.0%,100.0%,2.50,A (4.00),N/A
"Coleman, Todd Prentice",BENG 179A - Design Develop.Bioinstrumntatn (A),FA14,12,4,100.0%,100.0%,1.83,A (4.00),N/A
"Bafna, Vineet",BENG 182 - Biological Databases (A),FA14,20,16,85.7%,78.6%,7.79,B+ (3.54),B (3.14)
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA14,35,34,75.0%,78.1%,3.85,B+ (3.41),A- (3.75)
"Cabrales, Pedro",BENG 187B - BENG Design Project:Developmnt (A),FA14,101,18,87.5%,93.8%,5.63,A- (3.94),A- (3.92)
"Mc Culloch, Andrew Douglas",BENG 87 - Freshman Seminar (A),FA14,18,10,88.9%,77.8%,3.00,A (4.00),N/A
"Varghese, Shyni",BENG 87 - Freshman Seminar (B),FA14,13,8,85.7%,85.7%,0.50,A (4.00),N/A
"Schmid-Schoenbein, Geert W",BENG 87 - Freshman Seminar (C),FA14,18,14,83.3%,100.0%,0.83,A (4.00),N/A
"Talbot, Jan B",CENG 1 - Scope of Chemical Engineering (B),FA14,247,126,83.6%,96.4%,1.10,A- (3.97),N/A
"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),FA14,262,240,93.0%,98.3%,8.32,B (3.27),B (3.12)
"Drews, Aaron",CENG 100 - Process Modl&Computn/Chem Engn (B),FA14,61,56,91.1%,94.6%,9.25,B (3.09),C+ (2.55)
"Drews, Aaron",CENG 101A - Introductory Fluid Mechanics (A),FA14,299,227,85.9%,99.1%,12.22,B (3.14),B- (2.86)
"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA14,291,226,85.5%,82.3%,12.23,B (3.13),B- (2.86)
"Opatkiewicz, Justin Paul",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA14,134,121,95.7%,97.4%,8.24,B+ (3.39),B (3.20)
"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA14,135,66,84.2%,73.7%,7.43,B+ (3.33),B (3.12)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA14,150,86,85.9%,57.7%,5.99,A- (3.78),B+ (3.57)
"Hayden, Marina Calvet",ENG 1 - Orientation to Engineering I (A),FA14,91,49,55.1%,93.9%,1.02,A (4.00),N/A
"Coimbra, Carlos F.",ENG 1 - Orientation to Engineering I (C),FA14,47,22,93.3%,93.3%,0.79,A (4.00),N/A
"Coleman, Todd Prentice",ENG 1 - Orientation to Engineering I (D),FA14,16,7,71.4%,85.7%,4.21,A (4.00),N/A
"Bratton, Maryann",ENG 100D - Design for Development (A),FA14,48,42,92.5%,92.5%,5.55,A- (3.87),A- (3.81)
"Reynante, Brandon Marcellino",ENG 100D - Design for Development (C),FA14,36,33,93.5%,93.5%,5.53,A- (3.71),A- (3.88)
"Bartsch, Dirk-Uwe Guenther",ENG 100L - Design for Development Lab (A),FA14,10,4,50.0%,75.0%,6.50,B (3.25),N/A
"Bratton, Maryann",ENG 100L - Design for Development Lab (A),FA14,26,17,100.0%,93.8%,4.64,A (4.00),A- (3.80)
"Coimbra, Carlos F.",ENG 100L - Design for Development Lab (A),FA14,10,3,100.0%,100.0%,3.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Design for Development Lab (A),FA14,8,5,100.0%,100.0%,5.17,A (4.00),N/A
"Pawlak, Geno Ronald",ENG 100L - Design for Development Lab (A),FA14,5,4,100.0%,100.0%,7.83,B+ (3.67),N/A
"Smith, David M.",ENG 100L - Design for Development Lab (A),FA14,7,4,100.0%,100.0%,5.00,A- (3.75),N/A
"Voelker, Geoffrey M.",ENG 100L - Design for Development Lab (A),FA14,8,4,100.0%,100.0%,5.17,A (4.00),N/A
"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),S114,33,32,100.0%,100.0%,8.25,B+ (3.63),B+ (3.38)
"Coleman, Todd Prentice",BENG 100 - Intro to Bioengineering Design (A),SP14,137,42,70.7%,82.9%,9.47,B (3.10),B (3.06)
"Mc Culloch, Andrew Douglas",BENG 103B - Bioengineering Mass Transfer (A),SP14,101,31,73.3%,80.0%,8.98,B (3.27),B+ (3.38)
"Sah, Robert Lie-Yuan",BENG 103B - Bioengineering Mass Transfer (A),SP14,101,28,64.3%,60.7%,9.39,B (3.25),B+ (3.38)
"Engler, Adam J.",BENG 112B - Biomechanics II (A),SP14,51,20,100.0%,100.0%,6.82,B (3.26),B (3.21)
"Hasty, Jeff M",BENG 125 - Modeling & Computatio/Bioengr (A),SP14,78,30,80.0%,73.3%,7.23,B+ (3.57),B (3.16)
"Coleman, Todd Prentice",BENG 134 - Measurements/Stats/Probability (A),SP14,10,3,100.0%,100.0%,9.50,B+ (3.50),N/A
"Silva, Gabriel",BENG 140B - Bioengineering Physiology (A),SP14,64,17,93.8%,100.0%,6.00,B+ (3.31),B+ (3.48)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP14,54,32,100.0%,90.3%,6.69,A- (3.83),B+ (3.53)
"Huang, Xiaohua",BENG 168 - Biomolecular Engineering (A),SP14,63,24,87.0%,82.6%,7.68,B+ (3.50),B+ (3.54)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),SP14,62,21,81.0%,81.0%,8.10,B+ (3.50),B+ (3.54)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP14,54,15,100.0%,100.0%,10.50,B+ (3.67),B+ (3.36)
"Wang, Wei",BENG 184 - Computational Molecular Biol. (A),SP14,12,3,100.0%,100.0%,5.17,B+ (3.67),N/A
"Christman, Karen",BENG 186A - Principles/Biomaterials Design (B),SP14,83,31,86.7%,93.3%,6.10,B+ (3.52),B (3.07)
"Cabrales, Pedro",BENG 187A - BENG Design Project: Planning (A),SP14,102,26,100.0%,95.8%,1.25,A (4.00),A- (3.92)
"Cabrales, Pedro",BENG 187D - BENG Design Proj:Presentation (A),SP14,77,28,88.9%,92.6%,3.46,A (4.00),A- (3.91)
"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP14,135,50,97.9%,77.1%,6.58,B+ (3.63),B (3.27)
"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (A),SP14,202,65,83.9%,29.0%,8.03,B+ (3.31),B (3.14)
"Talbot, Jan B",CENG 124B - Chem Plant & Process Design II (A),SP14,118,36,77.8%,86.1%,6.79,A- (3.86),A- (3.93)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),SP14,23,6,100.0%,83.3%,5.17,A- (3.83),B+ (3.59)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP14,118,38,97.4%,97.4%,7.45,B+ (3.68),B+ (3.64)
"Ramin, Leyla",CENG 176B - Chem Engineerng Process Lab II (A),SP14,118,33,100.0%,90.0%,7.63,A- (3.71),B+ (3.64)
"Tu, Charles",ENG 100A - Team Engineering (A),SP14,43,8,85.7%,42.9%,5.93,A- (3.71),N/A
"Reynante, Brandon Marcellino",ENG 100A - Team Engineering (B),SP14,47,45,95.6%,95.6%,3.52,A- (3.83),B+ (3.66)
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),SP14,22,4,100.0%,75.0%,2.00,A (4.00),A- (3.99)
"Bartsch, Dirk-Uwe Guenther",ENG 100L - Team Engineering Lab (A),SP14,14,3,100.0%,100.0%,7.50,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Team Engineering Lab (A),SP14,33,11,100.0%,100.0%,5.39,A- (3.91),A- (3.96)
"Griswold, William G.",ENG 100L - Team Engineering Lab (A),SP14,19,5,100.0%,100.0%,5.50,A (4.00),N/A
"Guest, Clark C",ENG 100L - Team Engineering Lab (A),SP14,14,6,100.0%,100.0%,5.70,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Team Engineering Lab (A),SP14,16,3,100.0%,100.0%,3.17,A (4.00),N/A
"Pawlak, Geno Ronald",ENG 100L - Team Engineering Lab (A),SP14,11,3,100.0%,100.0%,2.50,A (4.00),N/A
"Smith, David M.",ENG 100L - Team Engineering Lab (A),SP14,17,5,100.0%,75.0%,6.50,A (4.00),N/A
"Hayden, Marina Calvet",ENG 3 - Orientation to Engineering III (A),SP14,19,12,91.7%,100.0%,2.00,A (4.00),N/A
"Coimbra, Carlos F.",ENG 3 - Orientation to Engineering III (B),SP14,11,3,100.0%,66.7%,0.50,N/A,N/A
"Coimbra, Carlos F.",ENG 3 - Orientation to Engineering III (D),SP14,29,12,80.0%,90.0%,1.36,A (4.00),N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI14,152,87,91.7%,97.6%,2.26,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 109 - BENG Statics & Dynamics (A),WI14,95,37,97.1%,97.1%,6.73,B+ (3.41),B (3.09)
"Lal, Ratnesh",BENG 112A - Biomechanics I (A),WI14,56,22,59.1%,18.2%,5.77,B+ (3.50),B+ (3.41)
"Metallo, Christian Michael",BENG 122A - Biosystems and Control (A),WI14,28,10,100.0%,80.0%,5.90,B+ (3.50),B (3.14)
"Palsson, Bernhard O.",BENG 123 - Systems Biology & Bioenginring (A),WI14,57,23,77.3%,77.3%,11.14,B+ (3.45),B- (2.90)
"Metallo, Christian Michael",BENG 126B - Design Implmnt Informatcs BENG (A),WI14,12,4,100.0%,100.0%,8.50,A (4.00),N/A
"Wang, Yingxiao",BENG 126B - Design Implmnt Informatcs BENG (A),WI14,12,5,75.0%,75.0%,18.50,A (4.00),N/A
"Zhong, Sheng",BENG 126B - Design Implmnt Informatcs BENG (A),WI14,12,4,66.7%,66.7%,6.50,N/A,N/A
"Cauwenberghs, Gert",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI14,12,5,100.0%,100.0%,4.50,A (4.00),N/A
"Engler, Adam J.",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI14,12,5,100.0%,100.0%,0.50,A (4.00),N/A
"Huang, Xiaohua",BENG 130 - Molecular Physical Chemistry (A),WI14,135,36,60.0%,34.3%,7.44,B (3.27),B+ (3.33)
"Subramaniam, Shankar",BENG 130 - Molecular Physical Chemistry (A),WI14,134,35,71.9%,78.1%,7.63,B (3.23),B+ (3.33)
"Cabrales, Pedro",BENG 140A - Bioengineering Physiology (A),WI14,68,28,85.7%,96.4%,9.14,B (3.18),B+ (3.49)
"Coleman, Todd Prentice",BENG 147B - Design Implmntatn Neural Engin (A),WI14,12,3,100.0%,100.0%,7.50,B+ (3.50),N/A
"Mc Culloch, Andrew Douglas",BENG 148B - Design Implmntatn Cardiac BENG (A),WI14,11,4,75.0%,100.0%,6.50,A (4.00),N/A
"Sah, Robert Lie-Yuan",BENG 161B - Biochemical Engineering (A),WI14,49,19,83.3%,44.4%,7.91,B+ (3.53),B (3.27)
"Cauwenberghs, Gert",BENG 186B - Princpls/Bioinstrumentatn Desn (A),WI14,57,22,90.9%,81.8%,11.26,B+ (3.40),B+ (3.55)
"Cabrales, Pedro",BENG 187C - BENG Design Proj:Implemntation (A),WI14,77,23,87.0%,100.0%,5.93,A- (3.94),A- (3.91)
"Christman, Karen",BENG 191 - Senior Sem I: Professnl Issues (A),WI14,8,4,100.0%,100.0%,1.50,A (4.00),N/A
"Hasty, Jeff M",BENG 2 - Intro Computer Prog & MATLAB (A),WI14,28,12,90.9%,63.6%,3.95,B+ (3.64),B+ (3.56)
"Gough, David A.",BENG 87 - Freshman Seminar (A),WI14,15,10,90.0%,90.0%,0.90,N/A,N/A
"Engler, Adam J.",BENG 87 - Freshman Seminar (B),WI14,14,10,100.0%,100.0%,0.50,N/A,N/A
"Lubarda, Vlado",CENG 101B - Heat Transfer (A),WI14,147,70,93.7%,68.3%,7.64,B+ (3.54),B (3.05)
"Opatkiewicz, Justin Paul",CENG 102 - Chemical Engin Thermodynamics (A),WI14,205,200,96.0%,100.0%,9.33,B+ (3.44),B (3.23)
"Herz, Richard K",CENG 124A - Chem Plant & Process Design I (A),WI14,118,33,89.7%,48.3%,8.43,A- (3.79),B+ (3.59)
"Yang, Kesong",CENG 15 - Engin. Comp Using MATLAB (A),WI14,108,55,78.4%,21.6%,7.03,B+ (3.56),B (3.11)
"Talbot, Jan B",CENG 176A - Chem Engineerng Process Lab I (A),WI14,118,30,92.6%,81.5%,9.61,B+ (3.67),B+ (3.59)
"Bratton, Maryann",ENG 100A - Team Engineering (A),WI14,52,46,91.3%,97.8%,4.50,A- (3.76),B+ (3.63)
"Reynante, Brandon Marcellino",ENG 100A - Team Engineering (B),WI14,30,9,100.0%,88.9%,2.72,A- (3.89),B+ (3.60)
"Eremenko, Svetlana",ENG 100B - Engineering Leadership (A),WI14,16,6,100.0%,100.0%,2.17,A (4.00),N/A
"Bartsch, Dirk-Uwe Guenther",ENG 100L - Team Engineering Lab (B),WI14,15,7,100.0%,100.0%,5.83,A- (3.83),N/A
"Bratton, Maryann",ENG 100L - Team Engineering Lab (B),WI14,31,18,100.0%,100.0%,5.50,A- (3.83),A- (3.99)
"Coimbra, Carlos F.",ENG 100L - Team Engineering Lab (B),WI14,12,5,100.0%,80.0%,5.00,B+ (3.60),N/A
"Griswold, William G.",ENG 100L - Team Engineering Lab (B),WI14,19,3,100.0%,100.0%,6.50,B+ (3.50),N/A
"Pawlak, Geno Ronald",ENG 100L - Team Engineering Lab (B),WI14,15,3,100.0%,100.0%,3.50,A (4.00),N/A
"Voelker, Geoffrey M.",ENG 100L - Team Engineering Lab (B),WI14,14,7,83.3%,83.3%,4.90,A (4.00),N/A
"Hayden, Marina Calvet",ENG 2 - Orientation to Engineering II (A),WI14,32,20,85.0%,95.0%,1.00,N/A,N/A
"Coimbra, Carlos F.",ENG 2 - Orientation to Engineering II (B),WI14,41,18,54.5%,72.7%,0.50,B (3.00),N/A
"Hall, David J",BENG 101 - Foundations/Biomedical Imaging (A),FA13,84,47,72.3%,59.6%,6.37,B (3.18),B (3.06)
"Lal, Ratnesh",BENG 101 - Foundations/Biomedical Imaging (A),FA13,83,49,77.6%,46.9%,6.58,B (3.13),B (3.06)
"Mc Culloch, Andrew Douglas",BENG 110 - Continuum Mechanics (A),FA13,64,26,84.6%,96.2%,9.12,B (3.24),B (3.11)
"Schmid-Schoenbein, Geert W",BENG 110 - Continuum Mechanics (A),FA13,64,27,88.5%,96.2%,9.27,B (3.27),B (3.11)
"Cabrales, Pedro",BENG 119A - Design Develop.in Biomechanics (A),FA13,11,3,100.0%,100.0%,5.17,A (4.00),N/A
"Metallo, Christian Michael",BENG 126A - Design Dev Bioinformatics BENG (A),FA13,12,5,75.0%,75.0%,5.50,A (4.00),N/A
"Wang, Yingxiao",BENG 126A - Design Dev Bioinformatics BENG (A),FA13,12,3,100.0%,100.0%,10.50,A (4.00),N/A
"Zhong, Sheng",BENG 126A - Design Dev Bioinformatics BENG (A),FA13,12,3,33.3%,33.3%,8.50,B (3.00),N/A
"Mc Culloch, Andrew Douglas",BENG 148A - Design Developmnt Cardiac BENG (A),FA13,11,5,80.0%,80.0%,8.10,A (4.00),N/A
"Metallo, Christian Michael",BENG 161A - Bioreactor Engineering (B),FA13,48,17,58.8%,70.6%,8.13,B (3.13),B (3.20)
"Mercola, Mark",BENG 162 - Biotechnology Laboratory (A),FA13,49,16,100.0%,100.0%,7.97,A- (3.86),A- (3.83)
"Varghese, Shyni",BENG 162 - Biotechnology Laboratory (A),FA13,49,17,100.0%,82.4%,7.50,A- (3.80),A- (3.83)
"Varghese, Shyni",BENG 166A - Cell and Tissue Engineering (A),FA13,60,20,90.0%,75.0%,5.90,A- (3.74),B+ (3.55)
"Bafna, Vineet",BENG 182 - Biological Databases (A),FA13,16,6,100.0%,100.0%,10.83,B+ (3.50),N/A
"Zhong, Sheng",BENG 183 - Applied Genomic Technologies (A),FA13,36,10,62.5%,50.0%,3.50,A- (3.75),A- (3.86)
"Cabrales, Pedro",BENG 187B - BENG Design Project:Developmnt (A),FA13,77,21,81.0%,95.2%,6.88,A- (3.94),A- (3.91)
"Sah, Robert Lie-Yuan",BENG 87 - Freshman Seminar (A),FA13,18,14,84.6%,100.0%,2.35,A (4.00),N/A
"Mc Culloch, Andrew Douglas",BENG 87 - Freshman Seminar (B),FA13,17,12,100.0%,100.0%,0.50,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 87 - Freshman Seminar (B),FA13,20,11,100.0%,100.0%,0.50,A (4.00),N/A
"Herz, Richard K",CENG 1 - Scope of Chemical Engineering (A),FA13,288,151,81.3%,78.5%,1.09,A- (3.94),N/A
"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),FA13,251,231,97.4%,99.6%,8.83,B+ (3.35),B (3.12)
"Miller, David R.",CENG 101A - Introductory Fluid Mechanics (A),FA13,209,95,92.2%,81.1%,11.26,B+ (3.40),B- (2.93)
"Opatkiewicz, Justin Paul",CENG 101A - Introductory Fluid Mechanics (A),FA13,209,102,92.7%,99.0%,10.98,B+ (3.35),B- (2.93)
"Herz, Richard K",CENG 120 - Chemical Process Dynmics&Cntrl (A),FA13,121,43,65.9%,29.3%,8.45,B (3.13),B (3.15)
"Zhang, Liangfang",CENG 122 - Separation Processes (A),FA13,120,39,97.2%,97.2%,6.21,B+ (3.32),B (3.17)
"Lubarda, Vlado",CENG 15 - Engin. Comp Using MATLAB (A),FA13,141,74,87.3%,63.4%,7.28,B+ (3.41),B (3.25)
"Hayden, Marina Calvet",ENG 1 - Orientation to Engineering I (A),FA13,60,29,44.8%,86.2%,0.80,A- (3.83),N/A
"Hayden, Marina Calvet",ENG 1 - Orientation to Engineering I (B),FA13,43,20,75.0%,90.0%,0.94,A (4.00),N/A
"Coimbra, Carlos F.",ENG 1 - Orientation to Engineering I (C),FA13,47,22,42.9%,61.9%,1.13,A (4.00),N/A
"Coimbra, Carlos F.",ENG 1 - Orientation to Engineering I (D),FA13,20,12,91.7%,83.3%,3.59,A- (3.75),N/A
"Bratton, Maryann",ENG 100A - Team Engineering (A),FA13,36,31,100.0%,93.5%,3.92,A- (3.77),B+ (3.64)
"Bratton, Maryann",ENG 100A - Team Engineering (B),FA13,36,30,86.2%,86.2%,3.60,A- (3.79),B+ (3.64)
"Bartsch, Dirk-Uwe Guenther",ENG 100L - Team Engineering Lab (A),FA13,10,4,100.0%,100.0%,5.00,A (4.00),N/A
"Bratton, Maryann",ENG 100L - Team Engineering Lab (A),FA13,20,13,100.0%,100.0%,5.50,A- (3.92),A- (3.90)
"Cruz, Edwin Teddy",ENG 100L - Team Engineering Lab (A),FA13,14,4,100.0%,100.0%,7.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Team Engineering Lab (A),FA13,14,4,100.0%,75.0%,4.50,A (4.00),N/A
"Pawlak, Geno Ronald",ENG 100L - Team Engineering Lab (A),FA13,8,3,100.0%,66.7%,5.83,B+ (3.67),N/A
"Smith, David M.",ENG 100L - Team Engineering Lab (A),FA13,12,6,100.0%,100.0%,3.30,A (4.00),N/A
"Voelker, Geoffrey M.",ENG 100L - Team Engineering Lab (A),FA13,7,3,100.0%,100.0%,3.83,A (4.00),N/A
"Herz, Richard K",CENG 15 - Engin. Comp Using MATLAB (A),S213,24,6,66.7%,50.0%,6.50,B+ (3.67),B+ (3.59)
"Opatkiewicz, Justin Paul",CENG 100 - Process Modl&Computn/Chem Engn (A),S113,24,24,100.0%,100.0%,9.54,B+ (3.54),B+ (3.52)
"Coleman, Todd Prentice",BENG 100 - Intro to Bioengineering Design (A),SP13,152,61,70.7%,74.1%,9.69,B (3.04),B (3.25)
"Sah, Robert Lie-Yuan",BENG 103B - Bioengineering Mass Transfer (A),SP13,93,29,64.3%,75.0%,9.21,B (3.20),B (3.05)
"Schmid-Schoenbein, Geert W",BENG 103B - Bioengineering Mass Transfer (A),SP13,93,26,65.4%,88.5%,9.58,B (3.25),B (3.05)
"Engler, Adam J.",BENG 112B - Biomechanics II (A),SP13,40,34,88.2%,94.1%,6.21,B+ (3.33),B (3.11)
"TSIMRING, LEV S",BENG 125 - Modeling & Computatio/Bioengr (A),SP13,122,43,85.7%,85.7%,7.18,B (3.29),B- (2.90)
"Silva, Gabriel",BENG 140B - Bioengineering Physiology (A),SP13,34,19,88.9%,100.0%,5.28,B+ (3.63),B (3.14)
"Zhang, Kun",BENG 160 - Chem & Molecular BENG Techniqs (A),SP13,51,11,63.6%,72.7%,7.95,B+ (3.50),B+ (3.43)
"Wang, Yingxiao",BENG 168 - Biomolecular Engineering (A),SP13,63,8,87.5%,87.5%,6.75,A- (3.71),B+ (3.32)
"Zhong, Sheng",BENG 168 - Biomolecular Engineering (A),SP13,63,8,87.5%,87.5%,6.75,A- (3.71),B+ (3.32)
"Cabrales, Pedro",BENG 172 - Bioengineering Laboratory (A),SP13,70,27,100.0%,100.0%,10.50,B+ (3.36),B+ (3.37)
"Omens, Jeffrey Howard",BENG 172 - Bioengineering Laboratory (A),SP13,70,28,96.4%,100.0%,10.36,B+ (3.36),B+ (3.37)
"Christman, Karen",BENG 186A - Principles/Biomaterials Design (A),SP13,160,126,88.9%,73.0%,6.31,B+ (3.35),B- (2.99)
"Watson, John Thomas",BENG 187A - BENG Design Project: Planning (A),SP13,78,20,100.0%,95.0%,1.70,A (4.00),A- (3.91)
"Watson, John Thomas",BENG 187D - BENG Design Proj:Presentation (A),SP13,127,37,100.0%,86.5%,3.01,A- (3.97),A- (3.89)
"Arya, Gaurav",CENG 101C - Mass Transfer (A),SP13,123,40,100.0%,100.0%,6.65,B+ (3.45),B (3.27)
"Herz, Richard K",CENG 113 - Chemical Reaction Engineering (B),SP13,156,70,82.4%,10.3%,8.44,B (3.29),B (3.11)
"Herz, Richard K",CENG 124B - Chem Plant & Process Design II (A),SP13,82,24,79.2%,66.7%,7.46,B+ (3.65),B+ (3.61)
"Opatkiewicz, Justin Paul",CENG 176B - Chem Engineerng Process Lab II (A),SP13,80,21,100.0%,100.0%,7.55,B+ (3.63),B+ (3.48)
"Talbot, Jan B",CENG 176B - Chem Engineerng Process Lab II (A),SP13,80,20,100.0%,70.0%,7.61,B+ (3.65),B+ (3.48)
"Tu, Charles",ENG 100A - Team Engineering (A),SP13,40,8,100.0%,87.5%,4.50,A- (3.75),B+ (3.40)
"Bratton, Maryann",ENG 100A - Team Engineering (B),SP13,41,8,87.5%,87.5%,3.93,A- (3.86),A- (3.81)
"Bratton, Maryann",ENG 100L - Team Engineering Lab (A),SP13,27,10,100.0%,88.9%,6.06,A (4.00),A- (3.87)
"Cole, Michael",ENG 100L - Team Engineering Lab (A),SP13,11,3,100.0%,100.0%,4.50,A (4.00),N/A
"Cruz, Edwin Teddy",ENG 100L - Team Engineering Lab (A),SP13,16,3,100.0%,100.0%,5.17,A (4.00),N/A
"Guest, Clark C",ENG 100L - Team Engineering Lab (A),SP13,16,3,100.0%,66.7%,3.50,A (4.00),N/A
"Kleissl, Jan",ENG 100L - Team Engineering Lab (A),SP13,13,3,100.0%,100.0%,3.83,A (4.00),N/A
"Hayden, Marina Calvet",ENG 3 - Orientation to Engineering III (A),SP13,43,20,89.5%,100.0%,0.50,N/A,N/A
"Chien, Shu",BENG 1 - Introduction to Bioengineering (A),WI13,146,60,93.3%,98.3%,1.84,A (4.00),N/A
"Watson, John Thomas",BENG 1 - Introduction to Bioengineering (A),WI13,146,55,92.6%,98.1%,1.87,A (4.00),N/A
"Omens, Jeffrey Howard",BENG 109 - BENG Statics & Dynamics (A),WI13,92,42,90.0%,95.0%,5.65,B+ (3.58),B (3.14)
"Lal, Ratnesh",BENG 112A - Biomechanics I (A),WI13,41,18,72.2%,5.6%,4.50,B+ (3.65),B (3.25)
"Mc Culloch, Andrew Douglas",BENG 112A - Biomechanics I (A),WI13,41,18,70.6%,100.0%,4.50,B+ (3.63),B (3.25)
"Micou, Melissa Kurtis",BENG 119B - Design Implmntatn Biomechanics (A),WI13,30,7,71.4%,71.4%,10.83,A (4.00),A- (3.98)
"Watson, John Thomas",BENG 119B - Design Implmntatn Biomechanics (A),WI13,30,7,85.7%,71.4%,10.50,A (4.00),A- (3.98)
"Metallo, Christian Michael",BENG 122A - Biosystems and Control (A),WI13,48,19,78.9%,78.9%,5.97,B+ (3.44),B (3.28)
"Palsson, Bernhard O.",BENG 123 - Systems Biology & Bioenginring (A),WI13,55,20,65.0%,65.0%,11.00,B (3.26),B- (2.85)
"Metallo, Christian Michael",BENG 126B - Design Implmnt Informatcs BENG (A),WI13,11,4,100.0%,75.0%,7.50,A (4.00),N/A
"Palsson, Bernhard O.",BENG 126B - Design Implmnt Informatcs BENG (A),WI13,11,3,100.0%,100.0%,9.50,A (4.00),N/A
"Christman, Karen",BENG 127B - Design Implmnt Molec.Syst BENG (A),WI13,11,3,66.7%,66.7%,6.50,A (4.00),N/A
"Chien, Shu",BENG 129B - Design Implmnt Cell Systm BENG (A),WI13,16,4,100.0%,100.0%,6.00,A (4.00),N/A
"Subramaniam, Shankar",BENG 130 - Molecular Physical Chemistry (B),WI13,137,45,51.1%,66.7%,5.85,B (3.14),B+ (3.33)
"Varghese, Shyni",BENG 130 - Molecular Physical Chemistry (B),WI13,137,45,48.9%,60.0%,6.11,B (3.17),B+ (3.33)
"Gough, David A.",BENG 139B - Design Implmntn Molecular BENG (A),WI13,12,4,100.0%,100.0%,8.50,A (4.00),N/A
"Zhang, Kun",BENG 139B - Design Implmntn Molecular BENG (A),WI13,12,4,100.0%,75.0%,4.50,A (4.00),N/A
"Cabrales, Pedro",BENG 140A - Bioengineering Physiology (A),WI13,56,21,85.7%,90.5%,6.88,B+ (3.55),B (3.07)
"Cauwenberghs, Gert",BENG 147B - Design Implmntatn Neural Engin (A),WI13,11,5,100.0%,80.0%,7.17,A- (3.75),N/A
"Schmid-Schoenbein, Geert W",BENG 147B - Design Implmntatn Neural Engin (A),WI13,11,5,100.0%,100.0%,7.50,A- (3.75),N/A
"Silva, Gabriel",BENG 147B - Design Implmntatn Neural Engin (A),WI13,11,5,100.0%,80.0%,5.50,A- (3.75),N/A
"Mc Culloch, Andrew Douglas",BENG 148B - Design Implmntatn Cardiac BENG (A),WI13,9,5,80.0%,100.0%,7.50,A (4.00),N/A
